"record_id","student_id","student_full_name","gender","student_age","date_of_birth","admission_date","grade_level","class_stream","school_id","school_name","school_type","school_subcounty","school_county","school_region","student_subcounty","student_county","student_region","teacher_id","teacher_name","teacher_gender","teacher_subject_specialty","teacher_subcounty","teacher_county","teacher_region","subject_id","subject_name","assessment_type","score","attendance_rate_pct","fee_balance_kes","scholarship_status","learning_mode"
EDU-0150,STU-1150,Caleb Wanjala Cheruiyot,F,15,2013-09-09,2024-06-27,"9",Grade 9B,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Ruiru,Kiambu,Central,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-2,70,63,10000,Partial,Day
EDU-0020,STU-1020,Theo Mbugua Mogere,M,14,2013-02-18,2024-04-04,"9",Grade 8A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Langata,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-1,67,96,0,Partial,Hybrid
EDU-0247,STU-1247,Wycliffe Njoroge Kiprono,M,16,2011-09-29,2024-07-05,"7",Grade 9B,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Eldoret East,Uasin Gishu,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Practical,63,65,7500,Yes,Day
EDU-0286,STU-1286,John Chebet Bwire,F,15,2013-05-16,2022-05-01,"9",Grade 9A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Athi River,Machakos,Eastern,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,End-Term,53,82,0,Partial,Unknown
EDU-0157,STU-1157,Brian Njoki Muthama,Unknown,18,2011-08-31,2023-01-29,"7",Grade 7A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Embakasi East,Nairobi,Nairobi,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,62,75,7500,Partial,Boarding
EDU-0028,STU-1028,Jemimah Kiplagat Bett,F,15,2011-05-08,2022-09-14,"7",Grade 8A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Thika Town,Kiambu,Central,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,43,64,1200,Partial,Day
EDU-0260,STU-1260,Sharon Muthoni Wario,F,16,2015-04-12,2024-08-23,"8",Grade 8A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Embakasi East,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Mid-Term,72,62,5000,Yes,Hybrid
EDU-0121,STU-1121,Winnie Makena Njeri,Unknown,18,2010-07-27,2024-05-30,"8",Grade 8B,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Eldoret East,Uasin Gishu,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,23,58,5000,Yes,Day
EDU-0006,STU-1006,Ezra Nekesa Hussein,M,12,2015-05-28,2022-02-28,"9",Grade 7A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Kisauni,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,81,69,2500,Yes,Boarding
EDU-0067,STU-1067,Samuel Nyanchama Kiprotich,F,13,,2023-02-28,"9",Grade 8A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Kisauni,Mombasa,Coast,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,End-Term,57,91,7500,Partial,Boarding
EDU-0130,STU-1130,Peter Chebet Duale,Unknown,13,2012-05-28,2024-06-08,"8",Grade 9B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Westlands,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,End-Term,51,68,7500,No,Boarding
EDU-0271,STU-1271,Felix Moraa Wekesa,F,17,2014-10-04,2024-05-08,"8",Grade 8A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Naivasha,Nakuru,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-1,88,89,1200,No,Hybrid
EDU-0144,STU-1144,Abdi Cherono Mutiso,Unknown,16,2015-03-31,2022-02-10,"9",Grade 9A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Eldoret East,Uasin Gishu,Rift Valley,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,30,82,1200,No,Day
EDU-0037,STU-1037,Ruth Kiptoo Achieng,F,15,2015-04-05,2023-06-21,"7",Grade 9A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Eldoret East,Uasin Gishu,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Mid-Term,106,72,1200,Yes,Hybrid
EDU-0324,STU-1324,Boniface Rotich Mohamed,F,13,2012-12-05,2023-05-21,"9",Grade 9B,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Athi River,Machakos,Eastern,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,59,62,5000,Partial,Boarding
EDU-0124,STU-1124,Zainab Mbugua Kipsang,Unknown,13,2015-03-19,2024-04-19,"9",Grade 9B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Mvita,Mombasa,Coast,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,CAT-1,23,0,0,No,Boarding
EDU-0158,STU-1158,Isaac Wanjiru Musyoka,M,17,2012-01-18,2022-08-18,"8",Grade 9B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Thika Town,Kiambu,Central,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Mid-Term,22,86,5000,Yes,Day
EDU-0320,STU-1320,Lians Kilonzo Mwakio,F,16,2010-03-06,2023-03-23,"9",Grade 9A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Lurambi,Kakamega,Western,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,87,66,5000,Partial,Boarding
EDU-0193,STU-1193,Hassan Makena Ali,F,13,2011-09-30,2023-07-28,"7",Grade 9A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,CAT-2,35,88,0,No,Boarding
EDU-0246,STU-1246,Ivy Adhiambo Kamau,M,14,2014-01-07,2024-07-26,"7",Grade 9B,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Mvita,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,4,63,2500,Yes,Day
EDU-0054,STU-1054,Samuel Nyambura Kariuki,M,13,2010-09-19,2024-08-29,"7",Grade 8A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Embakasi East,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,22,85,7500,No,Boarding
EDU-0035,STU-1035,Caroline Koech Odhiambo,F,12,2014-03-24,2022-08-24,"7",Grade 9B,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Langata,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Mid-Term,77,100,10000,Yes,Boarding
EDU-0262,STU-1262,Boniface Mbugua Waweru,M,17,2015-09-12,2024-09-05,"9",Grade 7A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Kisumu East,Kisumu,Nyanza,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,End-Term,92,62,1200,Yes,Unknown
EDU-0125,STU-1125,Mercy Wairimu Chege,F,15,2012-05-28,2024-02-04,"8",Grade 8B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Eldoret East,Uasin Gishu,Rift Valley,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-1,95,86,1200,No,Boarding
EDU-0079,STU-1079,Elijah Omondi Muli,M,15,2015-08-04,2024-09-11,"8",Grade 9A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Eldoret East,Uasin Gishu,Rift Valley,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,End-Term,79,71,5000,No,Boarding
EDU-0088,STU-1088,Christine Kilonzo Bwire,F,13,2013-08-24,2022-07-21,"8",Grade 8B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Westlands,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,End-Term,42,91,2500,Partial,Boarding
EDU-0120,STU-1120,Moureen Kiptoo Mutai,M,12,2011-06-11,2022-08-31,"8",Grade 7A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Mvita,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,51,86,1200,Yes,Day
EDU-0009,STU-1009,Nelly Mbugua Kiprono,F,15,2010-10-28,2024-06-18,"8",Grade 9A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Thika Town,Kiambu,Central,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-1,23,69,7500,No,Hybrid
EDU-0244,STU-1244,Rose Ochieng Kamau,F,15,2011-02-28,2022-12-14,"8",Grade 9B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Athi River,Machakos,Eastern,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Unknown,93,90,0,No,Day
EDU-0031,STU-1031,Allan Nekesa Wambua,F,18,2014-08-05,2023-11-29,"9",Grade 8A,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Embakasi East,Nairobi,Nairobi,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Unknown,84,0,1200,No,Hybrid
EDU-0140,STU-1140,Boniface Nyanchama Awino,F,12,2010-11-11,2024-04-06,"8",Grade 8B,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Eldoret East,Uasin Gishu,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,End-Term,42,90,15000,Partial,Day
EDU-0298,STU-1298,Trixie Koech Njoroge,F,16,2010-02-27,2022-08-12,"9",Grade 8B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Westlands,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,24,76,7500,No,Boarding
EDU-0135,STU-1135,Brian Odhiambo Lagat,M,16,2014-03-01,2023-07-18,"7",Grade 8A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Thika Town,Kiambu,Central,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-2,49,65,1200,No,Day
EDU-0165,STU-1165,Gladys Mutua Musyoka,M,14,2010-04-23,2024-07-13,"8",Grade 9B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Langata,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,End-Term,62,80,7500,No,Boarding
EDU-0294,STU-1294,Rose Nyanchama Mwakio,M,18,2012-07-18,2023-07-15,"7",Grade 8A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Westlands,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Unknown,73,78,0,Yes,Hybrid
EDU-0307,STU-1307,Isaac Atieno Maalim,M,16,2013-08-16,2022-01-14,"7",Grade 8B,SCH007,Kisauni Future School,Private,Mombasa,Mombasa,Coast,Thika Town,Kiambu,Central,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Mid-Term,68,92,2500,Yes,Day
EDU-0027,STU-1027,Abdi Mburu Kipsang,M,16,2015-06-10,2022-05-29,"8",Grade 7B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Westlands,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,End-Term,27,87,7500,Yes,Boarding
EDU-0042,STU-1042,Omar Wambui Duale,F,17,2013-09-27,2022-09-09,"7",Grade 8B,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Westlands,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,71,89,1200,No,Unknown
EDU-0033,STU-1033,Omar Chebet Lagat,M,17,2011-01-27,2024-03-23,"8",Grade 9A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Kisumu East,Kisumu,Nyanza,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-2,98,70,10000,Partial,Unknown
EDU-0075,STU-1075,Agnes Mutua Kariuki,M,17,2012-10-03,2023-09-18,"8",Grade 8A,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Kisumu East,Kisumu,Nyanza,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-1,29,65,10000,No,Boarding
EDU-0036,STU-1036,Evans Atieno Nyaga,M,16,2011-02-18,2022-06-08,"8",Grade 8A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Mvita,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,End-Term,85,60,2500,Yes,Hybrid
EDU-0288,STU-1288,Mary Omondi Njeri,F,16,2011-08-30,2024-05-09,"9",Grade 7A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Mvita,Mombasa,Coast,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-2,38,90,7500,No,Boarding
EDU-0268,STU-1268,Zainab Chebet Mwakio,Unknown,12,,2022-06-13,"9",Grade 8B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Langata,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,79,91,10000,Yes,Day
EDU-0177,STU-1177,Lians Makena Kiplimo,Unknown,16,2014-05-01,2023-12-09,"7",Grade 8B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Thika Town,Kiambu,Central,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,End-Term,60,76,0,Yes,Day
EDU-0022,STU-1022,Evans Wekesa Nyaga,F,15,2015-05-07,2023-04-04,"9",Grade 8A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Lurambi,Kakamega,Western,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,91,90,7500,No,Boarding
EDU-0197,STU-1197,Gladys Jepchirchir Muthama,M,15,2014-05-21,2024-06-07,"8",Grade 9B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Kisumu East,Kisumu,Nyanza,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Mid-Term,90,72,2500,No,Boarding
EDU-0310,STU-1310,Dennis Odhiambo Njuguna,M,16,2012-05-04,2024-04-14,"9",Grade 9B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Langata,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,57,0,0,Yes,Day
EDU-0273,STU-1273,Isaac Adhiambo Maiyo,Unknown,14,2012-03-22,2023-08-04,"8",Grade 8A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Kisauni,Mombasa,Coast,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,56,88,2500,No,Hybrid
EDU-0012,STU-1012,Grace Maina Njeri,M,16,2013-02-24,2023-02-04,"9",Grade 8B,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Embakasi East,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,89,86,0,Partial,Hybrid
EDU-0236,STU-1236,Leonard Wanjala Kamau,F,13,2012-03-05,2022-10-18,"7",Grade 9B,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Lurambi,Kakamega,Western,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,95,0,0,No,Boarding
EDU-0291,STU-1291,Peter Naliaka Nyongesa,M,17,2011-06-07,2023-10-22,"9",Grade 8B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Langata,Nairobi,Nairobi,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Unknown,76,74,1200,No,Boarding
EDU-0240,STU-1240,Leonard Rotich Kimutai,F,13,2013-05-13,2023-03-17,"8",Grade 8B,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Athi River,Machakos,Eastern,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Mid-Term,36,80,15000,No,Boarding
EDU-0057,STU-1057,Winnie Barasa Njeri,M,16,2012-06-01,2023-07-29,"8",Grade 8A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Naivasha,Nakuru,Rift Valley,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,55,73,15000,No,Hybrid
EDU-0146,STU-1146,Bridgit Wairimu Abdi,M,17,2013-06-03,2022-05-15,"7",Grade 7A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Langata,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-2,48,92,15000,Partial,Boarding
EDU-0122,STU-1122,Silas Auma Abdi,M,18,2011-02-28,2023-06-22,"9",Grade 8A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,34,66,2500,Yes,Unknown
EDU-0164,STU-1164,Agnes Wanjiru Koech,F,18,2014-02-02,2023-06-20,"9",Grade 8B,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Naivasha,Nakuru,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,CAT-2,4,58,0,Partial,Day
EDU-0285,STU-1285,Daisy Moraa Muli,M,16,2011-05-11,2022-02-02,"9",Grade 7A,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Kisumu East,Kisumu,Nyanza,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-2,96,94,0,Yes,Day
EDU-0137,STU-1137,Millicent Akinyi Muthama,M,13,2015-04-14,2023-11-09,"8",Grade 7B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Athi River,Machakos,Eastern,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-1,68,68,5000,Yes,Day
EDU-0222,STU-1222,Zainab Mburu Kamau,F,14,2012-04-23,2022-05-17,"9",Grade 8A,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Embakasi East,Nairobi,Nairobi,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,106,98,7500,Partial,Day
EDU-0134,STU-1134,Clinton Maina Cheruiyot,Unknown,16,,2024-06-24,"8",Grade 8B,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Embakasi East,Nairobi,Nairobi,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Mid-Term,52,61,7500,No,Day
EDU-0263,STU-1263,Doreen Makena Wekesa,M,16,2015-05-23,2022-02-16,"8",Grade 9A,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Athi River,Machakos,Eastern,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Mid-Term,37,81,1200,No,Day
EDU-0082,STU-1082,Kevin Wekesa Mogere,F,14,2014-06-30,2022-06-15,"9",Grade 9B,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Mvita,Mombasa,Coast,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Mid-Term,4,62,5000,No,Day
EDU-0277,STU-1277,Nelly Kiptoo Kiprotich,F,16,2010-03-20,2022-09-10,"8",Grade 8A,SCH001,Garden Court Academy,Private,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T001,Amina Wanjiru,F,Mathematics,Westlands,Nairobi,Nairobi,SUB001,Mathematics,Practical,75,98,10000,Partial,Boarding
EDU-0068,STU-1068,Zainab Maina Mwakio,Unknown,16,2011-12-02,2022-08-13,"8",Grade 8B,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Lurambi,Kakamega,Western,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,58.5,100,0,Yes,Boarding
EDU-0156,STU-1156,Caroline Njoki Chege,M,16,2012-11-09,2024-02-25,"7",Grade 8A,SCH012,Naivasha Bright School,Public,Nakuru,Nakuru,Rift Valley,Athi River,Machakos,Eastern,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,Practical,96,83,1200,Partial,Hybrid
EDU-0245,STU-1245,Daniel Kiptoo Njeri,M,17,2013-09-22,2024-07-22,"7",Grade 8B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Langata,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Practical,29,87,7500,Yes,Hybrid
EDU-0233,STU-1233,Martin Cherono Njeri,M,14,2010-07-01,2022-10-30,"7",Grade 7A,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Westlands,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-2,91,84,0,No,Boarding
EDU-0225,STU-1225,Ezra Nekesa Awino,M,12,2014-01-28,2024-07-25,"9",Grade 9B,SCH009,Eldoret Valley Academy,Private,Uasin Gishu,Uasin Gishu,Rift Valley,Naivasha,Nakuru,Rift Valley,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,CAT-1,76,72,15000,No,Boarding
EDU-0315,STU-1315,Esther Akinyi Simiyu,M,14,2012-11-07,2022-06-24,"9",Grade 9B,SCH003,Langata Plains School,Private,Nairobi,Nairobi,Nairobi,Kisauni,Mombasa,Coast,T003,Esther Naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,SUB003,Kiswahili,Practical,34,70,2500,Yes,Hybrid
EDU-0296,STU-1296,Gladys Chebet Mogere,F,13,2014-09-22,2024-01-22,"9",Grade 8A,SCH008,Kisumu Lakeview School,Public,Kisumu,Kisumu,Nyanza,Kisauni,Mombasa,Coast,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,106,95,15000,No,Boarding
EDU-0070,STU-1070,Moureen Ochieng Wekesa,F,13,2011-01-21,2024-03-17,"8",Grade 7A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Thika Town,Kiambu,Central,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,63,84,1200,No,Hybrid
EDU-0232,STU-1232,Daniel Mburu Kimutai,F,18,2011-11-11,2022-06-30,"8",Grade 8B,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Lurambi,Kakamega,Western,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,End-Term,58.5,64,7500,Yes,Day
EDU-0221,STU-1221,Winnie Nduta Bett,F,15,2015-04-14,2023-01-25,"7",Grade 8B,SCH005,Thika Digital Academy,Private,Kiambu,Kiambu,Central,Athi River,Machakos,Eastern,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,CAT-1,58.5,87,2500,Partial,Hybrid
EDU-0203,STU-1203,Doreen Jepchirchir Lagat,M,13,2011-01-04,2023-06-22,"7",Grade 8B,SCH011,Athi River Stem School,Private,Machakos,Machakos,Eastern,Langata,Nairobi,Nairobi,T005,Fatuma Ali,F,Computer Studies,Mvita,Mombasa,Coast,SUB005,Computer Studies,Unknown,58.5,82,0,Yes,Day
EDU-0058,STU-1058,Peter Auma Wekesa,F,15,2012-07-16,2024-06-26,"9",Grade 7A,SCH010,Lurambi Green School,Public,Kakamega,Kakamega,Western,Langata,Nairobi,Nairobi,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,58.5,64,1200,Yes,Boarding
EDU-0136,STU-1136,Lians Mbugua Onyango,M,13,2015-07-16,2024-02-29,"9",Grade 8A,SCH004,Ruiru Sunrise School,Public,Kiambu,Kiambu,Central,Kisumu East,Kisumu,Nyanza,T004,Peter Mwangi,M,Biology,Thika Town,Kiambu,Central,SUB004,Biology,Practical,58.5,82,0,No,Boarding
EDU-0102,STU-1102,Kelvin Atieno Ochieng,F,16,2010-03-05,2022-11-27,"9",Grade 9B,SCH006,Mvita Coast School,Public,Mombasa,Mombasa,Coast,Eldoret East,Uasin Gishu,Rift Valley,T006,Daniel Otieno,M,Business Studies,Eldoret East,Uasin Gishu,Rift Valley,SUB006,Business Studies,CAT-1,58.5,56,15000,Partial,Boarding
EDU-0290,STU-1290,Mercy Wafula Bwire,M,13,2014-09-13,2024-03-23,"9",Grade 8A,SCH002,Embakasi Hope Junior,Public,Nairobi,Nairobi,Nairobi,Naivasha,Nakuru,Rift Valley,T002,Brian Kiptoo,M,English,Ruiru,Kiambu,Central,SUB002,English,Practical,58.5,98,0,No,Boarding
