record_id,student_id,student_full_name,gender,date_of_birth,admission_date,grade_level,class_stream,school_id,school_name,school_type,school_subcounty,school_county,school_region,school_country,student_subcounty,student_county,student_region,student_country,teacher_id,teacher_name,teacher_gender,teacher_subject_specialty,teacher_subcounty,teacher_county,teacher_region,teacher_country,subject_id,subject_name,term,academic_year,assessment_type,score,attendance_rate_pct,fee_balance_kes,scholarship_status,learning_mode,student_age corrected
EDU-0302,STU-1302,Phyllis Mwikali Muthama,M,"Saturday, 19 October 2013","Saturday, 22 June 2024",8,Grade 7B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,42,0.72,7500,No,Day,11
EDU-0304,STU-1304,Grace Atieno Duale,M,"Thursday, 14 April 2011","Wednesday, 30 August 2023",7,Grade 8B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,End Term,83,0.82,1200,No,Boarding,12
EDU-0316,STU-1316,Leonard Wekesa Wanjala,M,"Saturday, 25 January 2014","Monday, 3 April 2023",7,Grade 7A,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Lurambi,Kakamega,Western,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,69,0.7,5000,No,Hybrid,9
EDU-0318,STU-1318,Evans Akinyi Mbugua,M,"Friday, 27 June 2014","Tuesday, 25 October 2022",7,Grade 7A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Ruiru,Kiambu,Central,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Cat 1,61,0.8,5000,No,Day,8
EDU-0319,STU-1319,Nelly Nyanchama Kamau,M,"Tuesday, 12 May 2015","Friday, 17 November 2023",7,Grade 9B,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Kisauni,Mombasa,Coast,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,End Term,56,0.75,15000,No,Boarding,9
EDU-0322,STU-1322,Rose Achieng Ali,M,"Monday, 27 December 2010","Monday, 29 April 2024",8,Grade 9A,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Thika Town,Kiambu,Central,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Practical,40,0.8,15000,No,Boarding,13
EDU-0006,STU-1006,Ezra Nekesa Hussein,M,"Thursday, 28 May 2015","Monday, 28 February 2022",9,Grade 7A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Kisauni,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Practical,81,0.69,2500,Yes,Boarding,7
EDU-0007,STU-1007,Peter Kiplagat Achieng,F,"Tuesday, 14 January 2014","Monday, 15 May 2023",7,Grade 9A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Athi River,Machakos,Eastern,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Cat 1,75,0.58,10000,Yes,Day,9
EDU-0015,STU-1015,Lians Muthoni Chebet,F,"Sunday, 13 September 2015","Sunday, 16 June 2024",8,Grade 9B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,End Term,41,0.76,2500,Yes,Boarding,9
EDU-0018,STU-1018,Lucy Odhiambo Mwangi,M,"Monday, 31 March 2014","Saturday, 15 October 2022",7,Grade 9B,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,50,0.59,5000,Yes,Hybrid,9
EDU-0027,STU-1027,Abdi Mburu Kipsang,M,"Wednesday, 10 June 2015","Sunday, 29 May 2022",8,Grade 7B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Westlands,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,End Term,27,0.87,7500,Yes,Boarding,7
EDU-0029,STU-1029,Victor Mutua Maalim,F,"Saturday, 28 September 2013","Thursday, 2 May 2024",7,Grade 8B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 2,56,0.92,7500,Yes,Day,11
EDU-0030,STU-1030,Linda Adhiambo Kiplimo,F,"Sunday, 24 April 2011","Monday, 19 September 2022",9,Grade 7A,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Athi River,Machakos,Eastern,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,End Term,93,0.99,15000,Yes,Boarding,11
EDU-0035,STU-1035,Caroline Koech Odhiambo,F,"Monday, 24 March 2014","Wednesday, 24 August 2022",7,Grade 9B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Langata,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Mid Term,77,1,10000,Yes,Boarding,8
EDU-0036,STU-1036,Evans Atieno Nyaga,M,"Friday, 18 February 2011","Wednesday, 8 June 2022",8,Grade 8A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Mvita,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,End Term,85,0.6,2500,Yes,Hybrid,11
EDU-0037,STU-1037,Ruth Kiptoo Achieng,F,"Sunday, 5 April 2015","Wednesday, 21 June 2023",7,Grade 9A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,106,0.72,1200,Yes,Hybrid,8
EDU-0039,STU-1039,Peter Wekesa Ochieng,M,"Saturday, 19 October 2013","Sunday, 24 December 2023",7,Grade 8A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Langata,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Practical,77,0.74,0,Yes,Day,10
EDU-0043,STU-1043,Mary Kariuki Musyoka,F,"Sunday, 10 July 2011","Friday, 1 March 2024",8,Grade 9A,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Ruiru,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,End Term,29,0.8,1200,Yes,Hybrid,13
EDU-0048,STU-1048,Phyllis Kilonzo Kiprono,F,"Saturday, 3 July 2010","Tuesday, 30 January 2024",7,Grade 9B,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Kisauni,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Cat 2,72,0.85,7500,Yes,Hybrid,14
EDU-0049,STU-1049,Oscar Barasa Njuguna,M,"Friday, 5 February 2010","Thursday, 22 August 2024",8,Grade 7A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Athi River,Machakos,Eastern,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,31,0.89,0,Yes,Boarding,15
EDU-0051,STU-1051,Zainab Nyanchama Muli,M,"Friday, 27 July 2012","Thursday, 5 September 2024",7,Grade 7A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Thika Town,Kiambu,Central,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Mid Term,0,0.69,0,Yes,Hybrid,12
EDU-0052,STU-1052,Irene Kiplagat Maalim,F,"Tuesday, 3 February 2015","Saturday, 16 September 2023",8,Grade 8B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,56,0.9,0,Yes,Day,9
EDU-0053,STU-1053,Irene Mwikali Mutai,M,"Thursday, 6 March 2014","Monday, 24 October 2022",9,Grade 9B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Athi River,Machakos,Eastern,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Practical,71,0.88,15000,Yes,Day,9
EDU-0058,STU-1058,Peter Auma Wekesa,F,"Monday, 16 July 2012","Wednesday, 26 June 2024",9,Grade 7A,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Langata,Nairobi,Nairobi,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Practical,56,0.64,1200,Yes,Boarding,12
EDU-0062,STU-1062,Allan Mutua Ali,M,"Friday, 27 February 2015","Monday, 15 May 2023",7,Grade 7B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Langata,Nairobi,Nairobi,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Cat 2,79,0.8,1200,Yes,Boarding,8
EDU-0065,STU-1065,Bridgit Njoroge Korir,M,"Wednesday, 1 September 2010","Thursday, 7 March 2024",9,Grade 8B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Westlands,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,44,0.55,15000,Yes,Hybrid,14
EDU-0068,STU-1068,Zainab Maina Mwakio,F,"Friday, 2 December 2011","Saturday, 13 August 2022",8,Grade 8B,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Lurambi,Kakamega,Western,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,0,1,0,Yes,Boarding,11
EDU-0085,STU-1085,George Njoroge Muthama,F,"Thursday, 13 May 2010","Saturday, 7 September 2024",7,Grade 8B,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Ruiru,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,End Term,0,0.77,0,Yes,Day,14
EDU-0089,STU-1089,Jemimah Auma Kipsang,M,"Saturday, 21 January 2012","Thursday, 29 August 2024",7,Grade 9A,Unknown,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Ruiru,Kiambu,Central,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 2,31,0.6,1200,Yes,Day,13
EDU-0096,STU-1096,Hassan Kiptoo Odhiambo,F,"Saturday, 23 October 2010","Wednesday, 25 January 2023",7,Grade 7B,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Cat 1,51,0.73,7500,Yes,Hybrid,12
EDU-0105,STU-1105,Fatuma Jepchirchir Hussein,F,"Friday, 14 October 2011","Tuesday, 27 August 2024",9,Grade 8B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Kisauni,Mombasa,Coast,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Project,81,0.83,2500,Yes,Day,13
EDU-0110,STU-1110,Bridgit Wanjala Duale,F,"Thursday, 17 September 2015","Thursday, 24 February 2022",8,Grade 9B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Lurambi,Kakamega,Western,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Mid Term,27,0.97,5000,Yes,Hybrid,6
EDU-0111,STU-1111,Navas Chebet Odhiambo,F,"Friday, 20 January 2012","Friday, 22 April 2022",8,Grade 9A,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Westlands,Nairobi,Nairobi,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Mid Term,106,0.58,0,Yes,Day,10
EDU-0112,STU-1112,Hellen Mutua Wambua,F,"Tuesday, 11 June 2013","Thursday, 4 August 2022",9,Grade 7A,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Thika Town,Kiambu,Central,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,29,0.74,2500,Yes,Day,9
EDU-0115,STU-1115,Hassan Nyambura Gichuru,F,"Tuesday, 23 July 2013","Tuesday, 29 November 2022",8,Grade 9B,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Embakasi East,Nairobi,Nairobi,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Practical,92,0.8,10000,Yes,Hybrid,9
EDU-0120,STU-1120,Moureen Kiptoo Mutai,M,"Saturday, 11 June 2011","Wednesday, 31 August 2022",8,Grade 7A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Mvita,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,51,0.86,1200,Yes,Day,11
EDU-0121,STU-1121,Winnie Makena Njeri,F,"Tuesday, 27 July 2010","Thursday, 30 May 2024",8,Grade 8B,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Cat 1,23,0.58,5000,Yes,Day,14
EDU-0122,STU-1122,Silas Auma Abdi,M,"Thursday, 1 November 2012","Thursday, 22 June 2023",9,Grade 8A,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Project,34,0.66,2500,Yes,Hybrid,11
EDU-0137,STU-1137,Millicent Akinyi Muthama,M,"Tuesday, 14 April 2015","Thursday, 9 November 2023",8,Grade 7B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Athi River,Machakos,Eastern,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Cat 1,68,0.68,5000,Yes,Day,9
EDU-0141,STU-1141,Joseph Wafula Kimutai,F,"Friday, 11 July 2014","Monday, 22 April 2024",7,Grade 7B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Naivasha,Nakuru,Rift Valley,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Cat 1,70,0.85,10000,Yes,Day,10
EDU-0151,STU-1151,Patrick Koech Cheruiyot,M,"Friday, 18 January 2013","Sunday, 29 January 2023",7,Grade 9B,SCH007,Kisauni Future School,Private,Kisauni,Mombasa,Coast,Kenya,Kisauni,Mombasa,Coast,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Cat 3,65,0.59,0,Yes,Boarding,10
EDU-0152,STU-1152,Susan Akinyi Mohamed,F,"Sunday, 18 May 2014","Sunday, 4 February 2024",7,Grade 8A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Lurambi,Kakamega,Western,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,End Term,40,0.57,0,Yes,Day,10
EDU-0154,STU-1154,Navas Wafula Oduor,M,"Tuesday, 12 July 2011","Saturday, 23 March 2024",7,Grade 9A,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Thika Town,Kiambu,Central,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,38,0.59,7500,Yes,Boarding,13
EDU-0158,STU-1158,Isaac Wanjiru Musyoka,M,"Wednesday, 18 January 2012","Thursday, 18 August 2022",8,Grade 9B,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Thika Town,Kiambu,Central,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Mid Term,22,0.86,5000,Yes,Day,11
EDU-0160,STU-1160,Hassan Maina Kilonzo,M,"Tuesday, 5 March 2013","Tuesday, 30 January 2024",9,Grade 8B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Athi River,Machakos,Eastern,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Cat 1,48,0.89,0,Yes,Day,11
EDU-0166,STU-1166,Herbert Cherono Koech,M,"Sunday, 22 August 2010","Friday, 24 March 2023",9,Grade 9A,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Mvita,Mombasa,Coast,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Mid Term,83,0.88,0,Yes,Boarding,13
EDU-0168,STU-1168,Irene Wairimu Omondi,F,"Monday, 26 January 2015","Saturday, 4 May 2024",8,Grade 7A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Westlands,Nairobi,Nairobi,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Practical,79,0.92,0,Yes,Hybrid,9
EDU-0170,STU-1170,Allan Jepchirchir Chege,M,"Sunday, 23 November 2014","Sunday, 2 October 2022",7,Grade 7A,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Kisauni,Mombasa,Coast,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Practical,0,0.81,15000,Yes,Boarding,8
EDU-0177,STU-1177,Lians Makena Kiplimo,M,"Thursday, 1 May 2014","Saturday, 9 December 2023",7,Grade 8B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Thika Town,Kiambu,Central,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,End Term,60,0.76,0,Yes,Day,10
EDU-0181,STU-1181,Peter Kariuki Abdi,M,"Friday, 9 April 2010","Monday, 14 March 2022",7,Grade 8A,SCH001,Garden Court Academy,Private,Westlands,Nairobi,Nairobi,Kenya,Thika Town,Kiambu,Central,Kenya,T001,AMINA WANJIRU,F,Mathematics,Westlands,Nairobi,Nairobi,Kenya,SUB001,Mathematics,Term 1,FY2026,Mid Term,33,0.98,2500,Yes,Boarding,12
EDU-0182,STU-1182,Irene Achieng Rono,F,"Wednesday, 21 September 2011","Tuesday, 20 June 2023",8,Grade 9A,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Eldoret East,Uasin Gishu,Rift Valley,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Cat 1,47,0.97,2500,Yes,Day,12
EDU-0185,STU-1185,Samuel Achieng Njoroge,F,"Monday, 10 May 2010","Saturday, 30 September 2023",9,Grade 9B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Mvita,Mombasa,Coast,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Practical,106,0.82,7500,Yes,Hybrid,13
EDU-0196,STU-1196,Moses Njoroge Wambua,M,"Saturday, 27 October 2012","Tuesday, 21 February 2023",9,Grade 9B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Thika Town,Kiambu,Central,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Project,79,0.88,10000,Yes,Hybrid,10
EDU-0200,STU-1200,Moureen Koech Wekesa,F,"Thursday, 28 April 2011","Saturday, 18 March 2023",7,Grade 9A,SCH008,Kisumu Lakeview School,Public,Kisumu East,Kisumu,Nyanza,Kenya,Thika Town,Kiambu,Central,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Project,98,0.76,1200,Yes,Boarding,12
EDU-0201,STU-1201,Caleb Kiplagat Abdi,F,"Thursday, 1 November 2012","Wednesday, 22 May 2024",8,Grade 9A,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Kisumu East,Kisumu,Nyanza,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Cat 1,25,0.7,1200,Yes,Day,12
EDU-0203,STU-1203,Doreen Jepchirchir Lagat,M,"Tuesday, 4 January 2011","Thursday, 22 June 2023",7,Grade 8B,SCH011,Athi River Stem School,Private,Athi River,Machakos,Eastern,Kenya,Langata,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Mid Term,56,0.82,0,Yes,Day,12
EDU-0210,STU-1210,Nelly Wanjiru Maiyo,M,"Sunday, 16 December 2012","Tuesday, 9 May 2023",7,Grade 9B,SCH006,Mvita Coast School,Public,Mvita,Mombasa,Coast,Kenya,Westlands,Nairobi,Nairobi,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Mid Term,66,0.82,5000,Yes,Boarding,10
EDU-0213,STU-1213,Ann Nduta Musyoka,M,"Wednesday, 17 June 2015","Tuesday, 6 June 2023",8,Grade 7B,SCH009,Eldoret Valley Academy,Private,Eldoret East,Uasin Gishu,Rift Valley,Kenya,Lurambi,Kakamega,Western,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,Cat 1,36,0.76,0,Yes,Day,8
EDU-0216,STU-1216,Caleb Mburu Ochieng,F,"Monday, 27 April 2015","Thursday, 26 January 2023",9,Grade 8A,SCH012,Naivasha Bright School,Public,Naivasha,Nakuru,Rift Valley,Kenya,Kisauni,Mombasa,Coast,Kenya,T006,daniel otieno,M,B/Studies,Eldoret East,Uasin Gishu,Rift Valley,Kenya,SUB006,B/Studies,Term 1,FY2026,Practical,72,0.76,5000,Yes,Boarding,8
EDU-0231,STU-1231,Allan Chebet Mohamed,F,"Tuesday, 1 March 2011","Tuesday, 7 November 2023",7,Grade 7B,SCH003,Langata Plains School,Private,Langata,Nairobi,Nairobi,Kenya,Kisauni,Mombasa,Coast,Kenya,T003,esther naliaka,F,Kiswahili,Kisumu East,Kisumu,Nyanza,Kenya,SUB003,Kiswahili,Term 1,FY2026,End Term,75,0.84,10000,Yes,Day,13
EDU-0232,STU-1232,Daniel Mburu Kimutai,F,"Friday, 11 November 2011","Thursday, 30 June 2022",8,Grade 8B,SCH004,Ruiru Sunrise School,Public,Ruiru,Kiambu,Central,Kenya,Lurambi,Kakamega,Western,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,End Term,56,0.64,7500,Yes,Day,11
EDU-0238,STU-1238,Naomi Muthoni Mogere,F,"Thursday, 19 August 2010","Monday, 14 February 2022",9,Grade 8A,SCH010,Lurambi Green School,Public,Lurambi,Kakamega,Western,Kenya,Thika Town,Kiambu,Central,Kenya,T004,peter mwangi,M,Biology,Thika Town,Kiambu,Central,Kenya,SUB004,Biology,Term 1,FY2026,Project,0,0.83,10000,Yes,Hybrid,11
EDU-0242,STU-1242,Agnes Nyambura Kiplimo,M,"Friday, 15 April 2011","Thursday, 7 December 2023",7,Grade 7A,SCH002,Ambakasi Hope Junior,Public,Embakasi East,Nairobi,Nairobi,Kenya,Thika Town,Kiambu,Central,Kenya,T002,BRIAN KIPTOO,M,English,Ruiru,Kiambu,Central,Kenya,SUB002,English,Term 1,FY2026,Mid Term,87,0.66,0,Yes,Boarding,13
EDU-0245,STU-1245,Daniel Kiptoo Njeri,M,"Sunday, 22 September 2013","Monday, 22 July 2024",7,Grade 8B,SCH005,Thika Digital Academy,Private,Thika Town,Kiambu,Central,Kenya,Langata,Nairobi,Nairobi,Kenya,T005,fatuma ali,F,Comp/Studies,Mvita,Mombasa,Coast,Kenya,SUB005,Comp/Studies,Term 1,FY2026,Project,29,0.87,7500,Yes,Hybrid,11
