Customer Name,Customer Type,Customer Age,Region,County,City,Branch,Sales Rep,Lead Source,Car Make,Car Model,Vehicle Type,Vehicle Year,Fuel Type,Transmission,Color,Units Sold,Unit Selling Price,Unit Cost,Discount %,Delivery Fee,Logistics Cost,Payment Method,Payment Status,Delivery Status,Customer Rating,Review Count,Returned,Revenue Recorded,Order IDs,Order Date Clean,Delivery Date Clean
Samuel Nyambura,Retail,53,Eastern,Machakos,Athi River,Athi River Yard,Brian Otieno,Walk In,Toyota,Harrier,Suv,2021,Petrol,A/T,Pearl,2,"4,721,000","3,990,000",0,"103,000",,Bankers Cheque,Pending,Delivered,3.9,19,Not Returned,"9,261,740",LC1012,"Saturday, 11 October 2025","Saturday, 18 October 2025"
Joy Wanjiku,Ngo,54,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Mary Wanjiku,Walk In,Toyota,Prado Tx,Suv,2016,Petrol,Manual,Black,3,"8,136,000","6,986,000",0,"39,000","56,000",Cash,Paid,At The Yard,4.5,2,Not Returned,"-22,738,440",LC1000,"Friday, 29 August 2025","Saturday, 30 August 2025"
Mercy Nyambura,Ngo,56,Central,Kiambu,Thika,Thika Yard,Samuel Mutua,Phone Call,Mazda,Demio,Hatchback,2016,Diesel,A/T,Silver,2,"1,346,000","1,090,000",0,"37,000","48,000",Asset Financing,Awaiting Payment,In Transit,4,18,Returned,"2,459,800",CAR1100,,"Wednesday, 20 May 2026"
Grace Kimani,Ngo,56,Eastern,Machakos,Athi River,Athi River Yard,Mary Wanjiku,Whatsapp,Toyota,Harrier,Suv,2020,Diesel,Automatic,Grey,3,"4,993,000","3,872,000",0,"89,000","141,000",M-Pesa,Partially Paid,Delivered,4.6,41,Not Returned,"14,020,000",CAR1035,"Sunday, 16 March 2025","Tuesday, 15 April 2025"
Daniel Achieng,Car Dealer,56,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Daniel Kimani,Corporate Tender,Honda,CrV,Suv,2023,Petrol,Automatic,Pearl,4,"4,227,000","3,650,000",0,"35,000","23,000",M-Pesa,Cancel,Cancelled,4.8,34,Not Returned,0,LCL1065,"Sunday, 15 February 2026","Thursday, 26 February 2026"
Brian Njeri,Government,58,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Kevin Mwangi,Referral,Isuzu,N-Series,Truck,2015,Petrol,Manual,Blue,2,"5,980,000","4,954,000",,"17,000","31,000",Asset Financing,Pending,Delivered,3,0,Not Returned,"10,183,000",LCL1019,"Friday, 19 June 2026","Wednesday, 15 July 2026"
Brian Mwangi,Individual,59,Central,Kiambu,Thika,Thika Yard,Mercy Atieno,Instagram,Toyota,Hiace,Van,2016,Diesel,Automatic,Grey,3,"5,320,000","4,489,000",,"164,000",,M-Pesa,Refund,Delayed,4.7,24,Returned,0,LCL1275,"Friday, 19 June 2026","Saturday, 7 November 2026"
Brian Ochieng,Corporate,59,Nairobi,Nairobi,Nairobi,Nairobi Yard,Mercy Atieno,Website,Mazda,Atenza,Sedan,2025,Petrol,Manual,White,2,"2,142,000","1,948,000",,"615,000","124,000",Cash,Complete,At The Yard,4.4,6,Returned,"3,550,200",LCL1048,"Wednesday, 26 November 2025","Friday, 5 December 2025"
Brian Ochieng,Car Dealer,61,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Mercy Atieno,Corporate Tender,Subaru,Forester,Suv,2018,Petrol,A/T,Black,3,"3,220,000","2,480,000",0,"17,000","30,000",Bankers Cheque,Paid,Delivered,4,9,Not Returned,"8,228,000",CAR1016,"Thursday, 29 January 2026","Monday, 23 February 2026"
Mercy Wanjiku,Car Dealer,61,Eastern,Machakos,Athi River,Athi River Yard,Grace Njeri,Instagram,Mazda,Demio,Hatchback,2016,Petrol,Automatic,Blue,3,"1,312,000","1,088,000",0,,"153,000",Asset Financing,Paid,Delivered,4.7,25,Not Returned,"1,379,400",LCL1213,"Monday, 17 November 2025","Saturday, 13 December 2025"
Naomi Mutua,Individual,62,Central,Kiambu,Thika,Thika Yard,Faith Achieng,Whatsapp,Isuzu,N-Series,Truck,2015,Hybrid,A/T,Black,3,"5,165,000","4,392,000",0,"170,000","151,000",M-Pesa,Pending,In Transit,4.9,38,Not Returned,"5,076,750",LCL1165,"Saturday, 7 June 2025","Thursday, 26 June 2025"
Linda Mutua,Ngo,62,Nairobi,Nairobi,Nairobi,Nairobi Yard,Mercy Atieno,Whatsapp,Nissan,Note,Hatchback,2026,Petrol,Manual,Red,2,"1,189,000","932,000",0,"19,000",,M-Pesa,Paid,In Transit,3,2,Not Returned,"2,400,000",ORD1229,"Wednesday, 3 June 2026","Sunday, 31 May 2026"
Victor Maina,Car Dealer,63,Central,Kiambu,Thika,Thika Yard,Aisha Mohamed,Referral,Subaru,Impreza,Sedan,2024,Diesel,Automatic,Green,4,"2,023,000","1,653,000",0,"20,000","29,000",Asset Financing,Complete,Delivered,3.8,38,Not Returned,"7,545,559",LCL1153,"Wednesday, 30 April 2025","Tuesday, 13 May 2025"
Aisha Chebet,Car Dealer,63,Western,Kakamega,Kakamega,Kakamega Yard,Mary Wanjiku,Facebook,Mitsubishi,Pajero,Suv,2018,Hybrid,Automatic,Blue,2,"4,801,000","3,814,000",0,"16,000","42,000",Bankers Cheque,Paid,Delivered,3.9,35,Not Returned,"9,137,900",LCL1074,"Sunday, 10 August 2025","Thursday, 14 August 2025"
James Omondi,Corporate,64,Western,Kakamega,Kakamega,Kakamega Yard,Samuel Mutua,Referral,Toyota,Corolla,Sedan,2017,Petrol,Manual,Black,8,,"1,533,000",0,"47,000","35,000",Bankers Cheque,Pending,At The Yard,2.9,27,Not Returned,"13,035,000",LCL1146,"Friday, 25 July 2025","Tuesday, 8 April 2025"
James Muthoni,Individual,64,Eastern,Machakos,Athi River,Athi River Yard,Aisha Mohamed,Walk In,Mitsubishi,Canter,Truck,2023,Petrol,Manual,White,,,"3,060,000",0,"71,000","101,000",Bank Transfer,Paid,Delivered,5,34,Returned,"9,230,000",ORD1053,"Friday, 6 February 2026",
John Kariuki,Ngo,66,Rift Valley,Nakuru,Nakuru,Nakuru Yard,Aisha Mohamed,Whatsapp,Toyota,Land Cruiser,Suv,2026,Hybrid,Automatic,Pearl,4,"6,468,000","5,806,000",0,"20,000","47,000",Asset Financing,Paid,Delivered,4.2,35,Not Returned,"49,194,800",ORD1133,"Friday, 24 April 2026","Monday, 11 May 2026"
Carol Achieng,Government,66,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Mary Wanjiku,Instagram,Volkswagen,Tiguan,Suv,2017,Petrol,Automatic,Silver,,"4,834,000","4,070,000",15,"46,000","52,000",Cash,Paid,Delivered,4.7,9,Not Returned,"20,590,500",LCL1178,"Tuesday, 18 November 2025",
Brian Nyambura,Individual,67,Eastern,Machakos,Athi River,Athi River Yard,Grace Njeri,Whatsapp,Toyota,Prado Tx,Suv,2019,Petrol,Automatic,Black,3,"6,918,000","5,906,000",0,,"210,000",Cash,Paid,Delivered,2.3,19,Not Returned,"6,749,100",LCL1211,"Saturday, 26 July 2025","Saturday, 28 February 2026"
Joseph Otieno,Individual,67,Nyanza Region,Kisumu,Kisumu,Kisumu Yard,Peter Kiptoo,Corporate Tender,Honda,CrV,Suv,2024,Petrol,Manual,Grey,,"4,408,000","3,370,000",0,"98,000","93,000",Bankers Cheque,Paid,Delivered,3.1,4,Not Returned,"4,065,200",LCL1235,"Thursday, 14 May 2026","Monday, 18 May 2026"
James Maina,Corporate,67,Eastern,Machakos,Athi River,Athi River Yard,Mercy Atieno,Referral,Mitsubishi,Canter,Truck,2020,Diesel,M/T,Grey,2,"3,670,000","3,025,000",0,"152,000","200,000",Bank Transfer,Cancelled,Cancelled,3,14,Not Returned,,LCL1263,"Wednesday, 18 March 2026","Monday, 23 March 2026"
Kevin Kimani,Government,68,Western,Kakamega,Kakamega,Kakamega Yard,Mercy Atieno,Walk In,Subaru,Subaru,Crossover,2026,Petrol,Automatic,Pearl,1,,"2,388,000",0,"146,000","129,000",Bank Transfer,Cancel,Cancelled,2.3,40,Not Returned,0,ORD1038,"Friday, 11 April 2025","Friday, 2 May 2025"
Kevin Nyambura,Government,68,Rift Valley,Uasin Gishu,Eldoret,Eldoret Yard,Aisha Mohamed,Whatsapp,Toyota,Prado Tx,Suv,2019,Hybrid,A/T,Blue,3,,"5,640,000",0,"42,000","72,000",Bank Transfer,Partially Paid,At The Yard,2.1,,Not Returned,"18,532,800",LCL1193,"Tuesday, 13 January 2026","Wednesday, 11 February 2026"
