Employee ID,First Name,Last Name,Department,Salary,Hire Date,Age,Gender,Performance Score,Full-Time,Bonus,Marital Status,Education Level,Work Experience (Years),Employee Type,Office Location,Project Count,Last Promotion Year,Remote Work Status,Annual Training Hours,Manager Feedback Score
10496,Uma.,Koech,IT,109478,2019-06-18 00:00:00,29,Male,5,Yes,1314.12,Divorced,Bachelor's,30,Intern,Tokyo,5,2017,Hybrid,189,2.6
10497,George,Muriuki,HR,57278,2012-03-22 00:00:00,46,Female,5,Yes,3047.94,Widowed,PhD,1,Contract,San Francisco,1,2017,Fully Remote,175,2
10498,Daisy,Ochieng,IT,38272,2018-08-12 00:00:00,52,Male,7,No,3551.41,Divorced,Associate's,18,Intern,London,3,2030,Fully Remote,90,3.7
10499,Nancy,Bett,Sales,87183,2003-12-16 00:00:00,63,Female,7,No,5703,Single,Associate's,33,Permanent,San Francisco,15,2018,Hybrid,107,3.4
10500,Victor,Mburu,HR,68294,2015-12-25 00:00:00,25,Female,1,Yes,7850.99,Married,PhD,15,Intern,Berlin,13,2013,Hybrid,171,1.3
10501,Rahab,Naliaka,Finance,103277,2018-08-11 00:00:00,41,Female,9,Yes,,Single,PhD,,Intern,Nairobi,16,2015,Hybrid,,3.7
10502,Chebet,langat,IT,92509,2018-09-23 00:00:00,49,Prefer not say,1,Yes,9475.19,Divorced,Bachelor's,36,Intern,Nairobi,18,2020,On-Site,84,3
10503,Kiptoo,Muthoni,HR,34694,,99,Male,5,No,8359.82,Widowed,Bachelor's,34,Permanent,Tokio,3,2021,Hybrid,9,4
10504,Vincent,Omondi,Finance,88150,2004-11-11 00:00:00,22,Female,7,No,9855.62,Divorced,Masters,26,Permanent,London,17,2021,On-Site,22,1.8
10505,Yvonne,Ochieng,IT,97470,2015-06-10 00:00:00,61,Male,,Yes,8823.93,Married,Master's,22,Permanent,SF,11,2011,Hybrid,136,2
10506,Caleb,Muthoni,Marketing,"51,556",2019-08-16 00:00:00,44,Female,2,Yes,6358.9,Divorced,Bachelors,16,Intern,Tokyo,1,2015,On-Site,113,3.2
10507,Noah,Moraa,IT,94471,2010-01-03 00:00:00,34,Male,1,Yes,6185.55,Married,High School,16,Intern,Nairobi,5,2017,Fully Remote,95,2.9
10508,Omari,Mugambi,Operations,79855,2002-07-03 00:00:00,37,Female,4,Yes,1730.5,Divorced,High School,5,Contract,Nairobi,5,2013,Fully Remote,74,2.5
10509,Mercy,Kariuki,IT,79086,2000-10-14 00:00:00,47,Female,4,No,7362.79,Widowed,High School,6,Contract,Tokyo,2,2014,on-site,143,4
10510,WAIRIMU,Odhiambo,Operations,,2011-06-22 00:00:00,52,Male,6,No,6201.97,Single,Associate's,24,Permanent,San Francisco,7,2017,Fully Remote,N/A,3.3
10511,Winnie,Kariuki,Finance,101695,2018-08-26 00:00:00,22,Female,1,No,5315.85,Married,Bachelor's,30,Contract,Tokyo,11,2012,Fully Remote,85,3.8
10512,Eunice,Wekesa,IT,78487,2005-09-19 00:00:00,38,Female,1,Yes,7086.23,Single,PhD,37,Permanent,New York,2,2015,On-Site,N/A,1.6
10513,Felix,Bett,Finance,59158,31/04/2021,37,Female,3,Yes,4718.45,Divorced,Master's,32,Permanent,London,1,2023,Hybrid,17,3.9
10514,Victor,Kariuki,Finance,50293,2016-03-29 00:00:00,58,Female,5,No,5476.67,Single,High School,19,Intern,Nairobi,0,2010,hybrid,27,2.8
10515,Samuel,Korir,HR,75761,2004-12-09 00:00:00,31,Female,6,Yes,4284.35,Widowed,Master's,28,Contract,Berlin,17,2013,On-Site,69,5.5
10516,Daisy,Muriuki,Finance,63387,2003-03-24 00:00:00,59,Male,5,No,7315.02,Widowed,Bachelor's,8,Permanent,London,N/A,2023,Fully Remote,34,1.9
10517,Njeri,Mburu,Finance,70750,2006-12-26 00:00:00,52,Male,5,Yes,8827.8,Single,PhD,1,Permanent,Nairobi,7,2015,Hybrid,163,1.1
10518,Uma,Omondi,IT,98602,2011-12-19 00:00:00,31,Female,9,Yes,-,Single,High School,,Contract,San Francisco,13,2012,Hybrid,51,2.8
10519,Wairimu,Mboya,IT,51256,2004-05-07 00:00:00,55,Male,2,Yes,7967.24,Widowed,High School,22,Contract,Nairobi,12,2010,On-Site,148,2.3
10520,James,mburu,I.T,35594,2017-04-23 00:00:00,27,Female,1,No,630.98,Married,PhD,22,Contract,,14,2015,On-Site,175,4.9
10521,Vincent,Mwangi,HR,32460,2005-05-10 00:00:00,49,Female,6,Yes,9162.86,Married,Master's,30,Contract,London,14,2023,On-Site,135,4.5
10522,Harun,Onyango,Finance,102356,2004-11-10 00:00:00,49,Female,9,Yes,3111.32,Widowed,Bachelor's,27,Contract,Tokyo,12,2012,Hybrid,16,4.3
10523,Daisy,Langat,HR,84698,2017-03-12 00:00:00,34,Female,7,No,,Widowed,Bachelor's,27,Contract,Nairobi,3,2017,On-Site,143,3
10524,Amina,Koech,Operations,46191,2013-04-24 00:00:00,62,,8,Yes,2371.2,Married,Bachelor's,13,Contract,San Francisco,3,2016,on-site,20,4.2
10525,Nancy,Moraa,Finance,114631,2002-09-14 00:00:00,33,Male,5,Yes,4676.63,Single,Master's,39,Permanent,Tokyo,4,2020,On-Site,161,2.1
10526,Rahab,Kiptoo,HR,40529,2016-01-12 00:00:00,61,Male,4,No,N/A,Widowed,Master's,27,Intern,Berlin,2,2016,On-Site,N/A,3.2
10527,Chebet,Njoki,Marketing,62175,2003-04-18 00:00:00,23,Male,6,N,6582.65,Divorced,High School,39,Permanent,Nairobi,11,2022,On-Site,153,2.6
10528,Xavier,Bett,Operations,47675,2009-02-12 00:00:00,29,Male,3,No,4451.26,Married,Master's,38,Permanent,San Francisco,19,2021,On-Site,113,1.7
10529,Amina,Njoroge,Finance,73158,2017-06-26 00:00:00,63,MALE,1,Yes,6946.93,Widowed,Associate's,8,Intern,London,11,2017,Fully Remote,62,1.3
10530,Tony,Muriuki,Operations,76798,2003-01-24 00:00:00,30,Male,4,Yes,5715.02,Divorced,PhD,12,Intern,London,19,2016,On-Site,175,
10531,Xavier,Musyoka,Marketing,100910,2000-07-15 00:00:00,29,Female,9,No,3119.49,Single,Master's,24,Intern,Berlin,6,2014,Hybrid,9,1.4
10532,Njeri.,Karanja,Marketing,55976,2010-11-19 00:00:00,24,Male,4,Yes,6640.13,Married,Bachelor's,18,,New York,6,2019,On-Site,184,3.9
10533,Janet,Maina,Operations,93116,2001-06-09 00:00:00,30,Female,1,No,2440.35,Divorced,PHD,15,Contract,Tokyo,0,2017,Hybrid,145,4.7
10534,Rose,Makori,HR,108678,2012-12-10 00:00:00,34,,4,Yes,7092.89,Single,High School,16,Contract,Nairobi,ten,2023,Fully Remote,85,1.6
10535,Purity,Barasa,Marketing,92821,2003-11-11 00:00:00,30,Male,7,No,529.55,Widowed,PhD,33,Permanent,London,2,2017,On-Site,144,2.9
10536,Joy,Moraa,IT,42204,2012-04-30 00:00:00,52,Male,3,Yes,5713.34,Single,PhD,10,Intern,Nairobi,14,2020,hybrid,5,Good
,Vincent,langat,Human Resources,KES 85665,2003-07-16 00:00:00,46,Female,6,Yes,4310.14,Single,Bachelor's,24,Intern,Berlin,8,2017,On-Site,12,2.1
10538,Winnie,Karanja,Sales,37394,2003-04-09 00:00:00,29,Female,1,Yes,3379.49,Married,PhD,19,Permanent,Tokyo,19,2021,On-Site,148,4.7
10539,Faith,Wanjala,Markting,94814,2005-05-02 00:00:00,52,Female,4,Yes,5399.23,Widowed,Associate's,27,Contract,Nairobi,8,2019,Hybrid,147,4.6
EMP-10540,Grace,Karanja,HR,63593,2010-01-03 00:00:00,52,Female,3,Yes,6630.46,Married,PhD,31,Intern,Londn,13,2015,Fully Remote,23,1.4
10541,Uma,Mutua,Operatons,71964,2013-02-07 00:00:00,38,male,1,No,9670.47,Widowed,Bachelor's,21,Permanent,Berlin,2,2011,Fully Remote,157,1.1
10542,Kevin,Kilonzo,Finance,107188,2006-01-26 00:00:00,40,Male,3,Yes,8414.11,Divorced,PhD,16,Contract,San Francisco,7,2017,Fully Remote,35,4.9
10543,Baraka,Mwangi,IT,83365,2011-08-25 00:00:00,24,Male,4,No,7312.92,Single,Bachelor,23,Permanent,London,5,2022,Fully Remote,134,4.8
10544,Valerie,Mutua,HR,$30443,2009-10-20 00:00:00,51,Female,5,No,5050.19,Married,High School,14,Perm,San Francisco,11,2019,Fully Remote,125,2.7
10545,Winnie,Kimani,Operations,119439,2018-01-16 00:00:00,31,Female,6,Yes,4225.37,Widowed,Master's,23,Permanent,Tokyo,1,2010,Fully Remote,63,1.2
10546,Dennis,karanja,IT,58180,2015-11-03 00:00:00,50,Female,2,N,809.03,Married,Associate's,18,Contract,New York,2,2018,On-Site,35,3.5
10547,yara,Ndegwa,Sales,78791,2016-07-08 00:00:00,61,Female,2,Yes,3911.42,Single,Associate's,36,Permanent,NAIROBI,13,2018,On-Site,144,2.2
10548,Kevin,Cherono,,$116655,2002-10-14 00:00:00,39,Female,6,No,8559.58,Single,High School,12,Permanent,San Francisco,16,2015,Hybrid,149,4.7
10549,Yusuf,Naliaka,I.T,105899,2008-08-19 00:00:00,33,Female,5,Yes,4148.23,Divorced,High School,37,Permanent,London,2,2030,Fully Remote,33,
10550,Daisy,Barasa,Marketing,73665,2014-03-04 00:00:00,44,Female,1,Yes,4885.06,Widowed,High School,11,Permanent,Tokyo,3,2015,Hybrid,168,3.6
10551,Moses,Wanjala,Operations,33465,2009-10-30 00:00:00,32,Female,3,Yes,3082.43,Widowed,High School,5,Intern,Tokyo,N/A,2015,hybrid,108,2.1
10552,Valerie,Kiptoo,Operations,98247,2011-07-09 00:00:00,30,Male,5,Yes,3104.26,Divorced,PhD,21,Intern,San Francisco,6,2020,Hybrid,67,3.8
10553,Lucy,Mugambi,Marketing,81559,2011-02-21 00:00:00,45,Female,2,Yes,1087.78,Divorced,Master's,32,Intern,London,18,2013,On-Site,19,2.2
10554,Lilian,Juma,Marketing,55198,05-07-20,46,Female,1,Yes,6331.14,Widowed,Associate's,29,Intern,Berlin,13,2010,On-Site,34,1.2
10555,Joy,Wanjala,Marketing,84740,2010-01-11 00:00:00,46,Male,9,No,4756.66,Widowed,Bachelor's,7,Permanent,Tokyo,15,2010,Fully Remote,183,Good
10556,Stella,Maina,Marketing,52488,2016-06-11 00:00:00,30,Female,5,Y,6256.63,Married,High School,36,Intern,Tokio,12,2010,On-Site,15,3
10557,Rahab,Koech,Markting,$68515,2012-03-29 00:00:00,33,Female,2,No,5695.43,Widowed,Bachelor's,27,Intern,Nairobi,19,2014,On-Site,189,4.1
10558,Joy,Kilonzo,Marketing,119144,2002-04-07 00:00:00,32,Female,4,No,8089.02,Married,Bachelor's,6,Permanent,San Francisco,16,2022,On-Site,17,4.5
10559,rahab,Muthama,Finance,57898,2016-11-28 00:00:00,thirty,Female,3,Yes,7634.61,Married,Master's,38,Intern,Nairobi,16,2016,Fully Remote,59,2.4
10560,Uma,Kiptoo,human resources,31919,2018-03-14 00:00:00,49,Male,Poor,yes,7828.81,Married,Associate's,4,Intern,Nairobi,9,2010,On-Site,67,2.8
10561,Yusuf,Korir,HR,80070,2012-12-05 00:00:00,29,Female,,No,-,Married,Associate's,35,Contract,New York,6,2010,On-Site,134,2.9
10562,Eunice,Korir,Ops,92613,2016-06-20 00:00:00,31,Female,4,Yes,3861.87,Single,Master's,10,Intern,New York,19,2023,Hybrid,188,2.3
10563,Nancy,Kiprotich,Sales,116135,2014-01-09 00:00:00,46,Female,7,Yes,9367.65,Divorced,High School,38,Contract,Berlin,16,2022,Fully Remote,11,4
10564,Cynthia,Cherono,Finance,112501,2016-05-23 00:00:00,57,Male,5,Yes,1015.56,Married,High School,30,Intern,Berlin,11,2021,On-Site,175,3.1
10565,Vincent  Ann,Omondi,Operations,77003,2005-09-20 00:00:00,64,Female,4,Yes,1949.9,Widowed,Associate's,N/A,Permanent,Nairobi,10,2020,Fully Remote,163,4.7
10566,Yusuf,Ndegwa,Marketing,78478,2005-08-18 00:00:00,30,F,4,No,4486.19,Divorced,Associate's,16,Intern,Berlin,9,2021,On-Site,193,3.6
10567,Beatrice,Were,Marketing,44434,05-07-20,62,Male,2,No,6332.6,Divorced,Associate's,4,Permanent,Berlin,7,2015,Fully Remote,154,1.8
10568,Janet,Njoroge,Human Resources,76246,2002-03-29 00:00:00,29,Male,8,No,577.9,Single,High School,26,Intern,San Francisco,14,2020,On-Site,194,1.7
10569,Irene,Onyango,Sales,66649,2013-01-04 00:00:00,24,Male,4,Yes,7333.57,Married,Bachelor's,29,Intern,San Francisco,17,2011,On-Site,32,2.5
10570,Dennis,Ochieng,Finance,89030,2010-11-28 00:00:00,39,Male,2,No,5807.9,Divorced,Master's,28,Permanent,San Francisco,ten,2011,Hybrid,29,2.4
10571,Terry,Atieno,Operations,83061,2010-01-28 00:00:00,56,Female,9,No,5104.68,Married,Master's,11,Permanent,London,15,2021,Fully Remote,197,2.6
10572,Omari,Mutua,HR,31999,2004-12-16 00:00:00,38,Male,7,No,4523.2,Divorced,PhD,28,Permanent,Nairobi,12,2022,On-Site,164,1.7
10573,Irene,Kiprotich,Marketing,44849,2013-05-17 00:00:00,57,Male,3,Yes,,Divorced,PhD,32,Permanent,Berlin,3,2016,Hybrid,180,4.9
10574,James,Mburu,IT,106439,2015-03-18 00:00:00,49,Femle,7,Yes,2036.96,Widowed,Bachelor's,24,Contract,London,10,2018,Hybrid,84,1.6
10575,Janet,Sang,HR,82800,2019-09-12 00:00:00,36,Female,1,Yes,1532.76,Single,,39,Contract,Tokyo,18,2017,Fully Remote,28,3.6
10576,Rose,Kimani,Sales,35445,2008-07-11 00:00:00,40,Male,1,Yes,3251.56,Single,Bachelor's,7,Permanent,Nairobi,7,2011,Fully Remote,85,1.1
10577,George,Abdi,HR,48040,2014-05-17 00:00:00,43,Female,4,Yes,7240.3,Widowed,PhD,18,Permanent,NAIROBI,9,2023,Hybrid,129,2.6
10578,Baraka,Wafula,Operations,94315,not available,99,Female,4,No,,Widowed,high school,3,Intern,Tokio,11,2016,Fully Remote,174,2.2
10579,Terry,Mburu,Finance,30246,2004-03-23 00:00:00,28,Male,4,No,5061.17,Widowed,Master's,20,Intern,Tokyo,19,2014,Fully Remote,74,2.5
10580,Olive,Mutua,Marketing,61153,2018-06-16 00:00:00,30,Female,9,Yes,5929.45,Married,Bachelor's,34,Intern,San Francisco,10,2022,Fully Remote,82,3
10581,Stella,Ochieng,Sales,35212,31/04/2021,41,Male,6,Yes,5812.95,Married,High School,30,Contract,Nairobi,19,2020,On-Site,94,3.4
10582,Ruth,Muli,Sales,"33,339",2015-10-18 00:00:00,58,Male,3,No,3416.9,Married,PhD,9,Contract,SF,3,2019,Fully Remote,128,3.3
10583,Amina,Makori,IT,118678,2005-03-19 00:00:00,32,Female,6,No,1425.83,Married,Master's,10,Intern,Berlin,18,2021,Fully Remote,96,3.5
10584,Victor,Chebet,HR,86238,2003-12-07 00:00:00,23,Female,2,Part-time,9019.43,Widowed,Associate's,6,Permanent,London,19,2023,Hybrid,115,4.4
10585,Chebet,Atieno,IT,49394,2013-10-10 00:00:00,43,Female,2,Yes,6199.16,Widowed,Bachelor's,17,Intern,San Francisco,9,2022,Hybrid,168,4.5
10586,,Wafula,Finance,83871,2009-01-30 00:00:00,57,Female,7,Yes,7128.61,Widowed,PhD,,Contract,New York,14,Never,Hybrid,163,3.9
10587,Hope,Mugambi,Finance,107722,2009-08-21 00:00:00,26,Male,3,YES,N/A,Married,High School,33,Intern,New York,12,2021,Fully Remote,132,5.5
10587,Hope,Mugambi,Finance,107722,2009-08-21 00:00:00,26,Male,3,YES,N/A,Married,High School,33,Intern,New York,12,2021,Fully Remote,132,5.5
10589,Dennis,Korir,Human Resource,82055,2011-04-09 00:00:00,27,Female,3,Yes,6052.72,Divorced,High School,22,Contract,London,17,2019,Hybrid,198,4.8
10590,Njeri,Ochieng,Finance,34395,2002-09-25 00:00:00,,Female,2,Yes,1011.11,Widowed,Bachelor's,16,Contract,Tokio,N/A,2023,Hybrid,177,3.8
10591,EUNICE,Kiprotich,IT,45290,2003-12-02 00:00:00,31,Female,4,No,8955.92,Single,High School,34,Contract,Berlin,13,2013,On-Site,48,3.1
10592,Wanjiku,koech,HR,117687,2012-06-18 00:00:00,61,M,11,No,3402.59,Single,High School,3,Contract,London,ten,2013,On-Site,61,2
10593,Yusuf,Kimani,IT,95078,2015-03-26 00:00:00,41,Male,3,No,-,Divorced,Master's,8,Intern,New York,8,2018,On-Site,25,4
10594,Yusuf,Ochieng,IT,33691,2016-10-06 00:00:00,49,Female,9,Yes,1336.39,Married,Bachelor's,20,Contract,San Francisco,16,2016,Fully Remote,,4.5
10595,janet,Otieno,Operations,37470,2008-05-19 00:00:00,44,Female,6,Yes,7344.18,Widowed,Bachelor's,24,Permanent,London,4,2016,Fully Remote,113,3.7
10596,Faith,Njoroge,IT,33841,2000-09-21 00:00:00,56,Male,5,Yes,7187.7,Married,Associate's,18,Contract,Tokyo,15,2023,Hybrid,147,3.5
10597,Grace,Maina,Marketing,93197,2010-03-20 00:00:00,22,Male,6,Yes,7151.54,Divorced,Bachelor's,23,Contract,San Francisco,8,2013,On-Site,166,1.8
10598,,MURIUKI,Marketing,85773,2017-04-28 00:00:00,50,Male,8,No,9199.65,Single,Bachelor's,1,Intern,Tokyo,16,2018,Fully Remote,108,2.4
10599,Kiptoo,Mburu,Operations,47776,2006-03-24 00:00:00,30,Male,5,No,3814.96,Single,Associate's,2,Permanent,NAIROBI,17,2017,On-Site,135,3.9
10600,Njeri,Were,Sales,101596,Jan 5 2021,30,Female,4,Yes,5830.76,Widowed,PhD,5,Permanent,Nairobi,2,2019,On-Site,133,1.1
10601,Quincy,Kiptoo,Marketing,KES 57584,2009-01-30 00:00:00,43,Female,7,Yes,6385.21,Widwowed,Master's,-1,Permanent,Londn,4,2013,Onsite,28,3.6
10601,Winnie,Odhiambo,IT,34300,2005-08-08 00:00:00,23,Male,5,Yes,9805.08,Married,PhD,16,Contract,Berlin,16,2022,On-Site,175,4.1
10603,Tony,Otieno,Operations,33338,2008-08-10 00:00:00,37,Male,4,NO,3467.29,Married,Associate's,10,Intern,London,19,2015,Hybrid,31,2.3
10604,Amina,Muli,HR,92601,2008-10-26 00:00:00,61,Female,5,Yes,9585.15,Divorced,PhD,29,Intern,Nairobi,3,2013,Hybrid,141,N/A
10605,Mercy,Mwangi,Finance,35487,2008-08-06 00:00:00,27,Female,4,Yes,1912.98,Married,Bachelor's,35,Contract,London,3,2010,Fully Remote,92,4.3
10606,Beatrice,Ochieng,Finance,66282,2013-11-12 00:00:00,34,Male,8,Yes,7758.01,Divorced,Bachelor's,25,Permanent,Nairobi,,2014,On-Site,149,1.6
10607,Baraka,Kilonzo,Finance,106816,2013-06-01 00:00:00,,F,8,Yes,6512.42,Married,High School,24,Permanent,San Fransisco,7,2019,Hybrid,96,2.5
10608,Oscar,Mburu,IT,58804,2003-06-07 00:00:00,40,Male,1,Yes,8260.51,Married,PhD,13,contractor,San Francisco,1,2023,On-Site,43,3.8
10609,Gilbert,,HR,39915,2001-12-23 00:00:00,4,Female,,Yes,772.51,Married,High School,21,Contract,Tokyo,9,2020,Hybrid,59,4.3
10610,Joy,Korir,Operations,41158,2020/13/05,54,Female,4,No,1242.24,Widowed,Master's,39,Permanent,Tokyo,4,2012,Hybrid,129,4.4
10611,Uma,Korir,Operations,104157,2013-12-15 00:00:00,31,Male,2,No,1162.11,Widowed,High School,34,Contract,Berlin,16,2010,On-Site,49,3.1
10612,Kiptoo,kiprotich,IT,40547,2019-03-20 00:00:00,22,Female,5,,6133.11,Widowed,PhD,19,Intern,Londn,6,2011,Fully Remote,160,2.9
10613,Zipporah,Kiprotich,HR,118713,2000-03-24 00:00:00,33,Male,8,No,6227.89,Divorced,Associate's,28,Contract,Berlin,1,2011,Fully Remote,188,4.4
10614,Oscar,Barasa,HR,32459,2013-03-28 00:00:00,64,Female,2,Yes,9108,Divorced,Bachelor's,27,Contract,London,5,2017,Fully Remote,105,3.3
10615,Hassan,Wafula,HR,58768,2009-03-24 00:00:00,50,Male,9,No,4942.23,Widowed,,26,Contract,New York,9,2013,On-Site,161,3.3
10616,Faith,Mwangi,Marketing,93146,2010-06-16 00:00:00,38,Male,7,No,1146.47,Divorced,High School,11,Contract,New York,8,2012,On-Site,33,2.7
10617,Moses,Cherono,Marketing,80870,2009-03-18 00:00:00,25,Male,6,No,2490.53,Widowed,Bachelor's,35,Permanent,Berln,4,2013,On-Site,73,2.5
10618,Abdi,Mwangi,Finance,80460,2004-10-23 00:00:00,thirty,Female,8,No,576.69,Single,Bachelor's,20,Intern,Nairobi,2,2019,Fully Remote,15,2.9
10619,Felix,Maina,HR,112970,2016-09-02 00:00:00,28,Male,2,No,7878.79,Widowed,Associate's,12,Permanent,Tokyo,10,2010,On-Site,134,2.5
10620,DENNIS,Cherono,Sales,90817,Jan 5 2021,34,Male,5,Yes,8248.19,Single,High School,28,Permanent,Berlin,9,2010,Fully Remote,142,2.4
10621,Xavier,Muli,HR,68247,2018-12-28 00:00:00,26,Female,4,No,9980.43,Married,Associate's,2,Permanent,San Francisco,15,2014,Hybrid,107,5
10622,harun,Mburu,Operations,45419,2007-08-12 00:00:00,27,Female,8,No,4415.85,Divorced,Associate's,1,Permanent,New York,19,2016,Fully Remote,112,2.3
10623,Samuel,Sang,Operations,65577,2008-12-31 00:00:00,55,Male,1,Yes,683.33,Divorced,Master's,9,Intern,Berlin,18,2018,Fully Remote,123,2
10624,Esther,,H.R,32921,2006-09-18 00:00:00,28,Male,3,No,2729.93,Widowed,High School,22,Intern,New York,0,N/A,On site,159,2.4
10625,Beatrice,Muthoni,Sales,34676,2014-06-24 00:00:00,49,Female,8,Y,6083.8,Married,Associate's,27,Temporary,Tokyo,10,2020,On-Site,91,3.4
10626,Vincent,Muthoni,HR,115961,2000-11-24 00:00:00,31,Female,5,No,9638.46,Married,PhD,9,Contract,Tokyo,14,2014,Fully Remote,116,4.6
10627,Peter,Muriuki,Sales,79684,2001-03-01 00:00:00,25,Female,4,Yes,1484,Married,Bachelor's,7,Contract,London,6,2012,fully remote,167,4.2
10628,Kiptoo,AWINO,Finance,43463,2015-07-14 00:00:00,24,Male,6,Yes,1654.94,Married,High School,36,Contract,London,7,2017,Hybrid,182,4.4
10629,Nancy,Wafula,Operations,55474,,46,Femle,,Yes,7166.71,Divorced,Master's,38,Contract,Londn,15,2021,Hybrid,78,4.4
10630,Felix.,Ndegwa,Sale,70935,2014-07-21 00:00:00,44,Male,3,No,6838.47,Widowed,Associate's,2,Contract,New York,17,2016,Hybrid,6,4.7
10631,Ruth,Nyambura,IT,97005,2010-11-19 00:00:00,48,Male,5,No,2879.81,Widowed,PhD,5,Intern,Berlin,10,2013,Remote,21,1.9
10632,Wairimu,Muriuki-Jr,Finance,88596,2001-08-30 00:00:00,35,Male,4,Yes,8224.88,Single,Bachelor's,17,Contract,London,0,2010,Hybrid,99,2.8
10633,Daisy  Ann,Naliaka,Finance,102828,2005-01-26 00:00:00,59,Female,1,Yes,1723.4,Divorced,Bachelor's,37,Intern,Tokyo,15,2022,Fully Remote,84,2.5
10634,Isaac,Karanja,HR,119062,2020/13/05,53,Female,1,Yes,9294.55,Single,PhD,35,Contract,Nairobi,3,N/A,On-Site,28,2.5
10635,Isaac,Ndegwa,HR,85152,2007-04-26 00:00:00,44,Female,7,Yes,2409.8,Married,High School,8,Contract,Berlin,5,2020,On-Site,61,3.6
10636,Harun,Kimani,Marketing,119001,2005-10-25 00:00:00,61,Male,4,Yes,1272.85,Widowed,Bachelor's,3,Permanent,Berlin,10,2017,Hybrid,75,Good
10637,Olive,Ochieng,IT,116569,2016-10-25 00:00:00,58,Male,1,Yes,3725.46,Single,Bachelor's,3,Permanent,San Francisco,5,2011,Fully Remote,87,3.5
10638,Sharon,Juma,Human Resource,102467,2003-07-24 00:00:00,24,Female,6,Yes,2284.49,Divorced,Master's,1,Permanent,Nairobi,9,2018,Hybrid,148,2.5
10639,Joy,Omondi,IT,82576,2013-09-24 00:00:00,56,Female,1,Yes,5505.94,Widowed,Associate's,24,Intern,Tokyo,5,2023,Hybrid,101,2.2
10640,Omari,Omondi,IT,96627,2019-05-30 00:00:00,34,Male,8,Yes,7025.04,Divorced,Associate's,30,Intern,Berlin,9,2013,Hybrid,40,2.4
10641,Caleb,Were,Finance,55772,2001-04-10 00:00:00,55,Male,9,Yes,5163.75,Widowed,Bachelor's,26,Perm,Nairobi,4,2023,Hybrid,49,4.2
10642,Vincent,Karanja,Sales,46363,2005-05-18 00:00:00,45,Male,3,No,6775.77,Divorced,Master's,38,Permanent,San Francisco,N/A,2016,On-Site,14,3.4
10643,Cynthia,Njoroge,Finance,58490,2015-03-30 00:00:00,22,Male,7,Yes,3966.74,Divorced,Bachelor's,38,Contract,Nairobi,6,2019,On-Site,67,4.9
10644,Oscar,Moraa,finance,89004,2005-04-29 00:00:00,33,Female,5,No,765.26,Widowed,High School,3,Intern,London,16,2021,fully remote,47,4.3
10645,Tony,Nyambura-Jr,Operations,83806,2014-06-15 00:00:00,29,Female,3,Yes,9753.61,Divorced,Master's,13,Contract,Tokyo,11,2016,Fully Remote,55,2.9
10646,Njeri,Cherono,Finance,30260,2006-12-14 00:00:00,40,Male,5,No,8284.43,N/A,High School,36,Contract,London,10,2021,Hybrid,111,2
10647,Mercy,Muthoni,Human Resource,105992,2006-06-18 00:00:00,30,Female,7,Yes,1197.48,Married,PhD,12,Permanent,San Francisco,5,2017,On-Site,7,3.7
10648,Stella,Awino,Hr,52320,2015-09-29 00:00:00,49,Female,7,no,4767.18,Widowed,PhD,20,Contract,Tokyo,10,2016,Hybrid,198,3.9
10649,Timothy,Muthama,Marketing,108971,2005-08-01 00:00:00,35,Female,9,Yes,6532.68,Single,Associate's,39,Contract,New York,10,2020,On-Site,167,2.9
10650,Yvonne,Kiprotich,Finance,72145,2022-06-01,48,Female,8,Yes,2310.65,Widowed,Associate's,8,Permanent,New York,13,2013,On site,73,1.9
10651,Rahab.,Langat,Operations,93688,2017-08-30 00:00:00,39,Male,4,Yes,5990.89,Widowed,Associate's,N/A,Permanent,New York,15,2022,Fully Remote,83,3.2
10652,Terry,Chebet,HR,78581,2010-10-09 00:00:00,63,Male,5,No,5569.66,Married,Bachelor's,11,Contract,Nairobi,1,2021,Fully Remote,40,2
10653,Hope,Kilonzo,Sales,50754,2008-10-22 00:00:00,62,Male,5,Yes,2478.52,Single,High School,21,Contract,Berlin,1,2016,On-Site,53,4.8
10654,Felix,,Operations,"99,837",2015-11-12 00:00:00,27,Male,2,Yes,1841.5,Single,Master's,37,Contract,Nairobi,4,2014,Fully Remote,5,3.5
10655,TIMOTHY,Karanja,Info Tech,37207,2018-09-17 00:00:00,54,,7,Yes,7710.14,Single,Associate's,6,Intern,Nairobi,13,2021,Hybrid,174,2.2
10656,Tony,Koech,,57920,2017-01-23 00:00:00,58,female,7,No,3564.57,Divorced,PhD,19,Contract,Nairobi,9,2019,Hybrid,173,1.9
10657,gilbert,Mboya,HR,"117,739",2007-08-14 00:00:00,63,Female,9,No,-,Divorced,Associate's,30,Inten,Nairobi,9,2016,On-Site,77,3.9
10658,Nancy.,Atieno,Marketing,117081,2002-02-16 00:00:00,46,Male,9,Yes,7509.84,Divorced,Bachelor's,39,Contract,New York,17,2012,On-Site,189,3.8
10659,Brian,Sang,human resources,54016,2018-11-16 00:00:00,34,Female,4,Yes,7492.65,Single,Master's,36,Intern,Berlin,19,2019,On-Site,120,3.4
10660,Grace,Kariuki,Operations,90522,2009-04-02 00:00:00,44,Male,5,No,3125.82,Widowed,High School,20,Contract,Berlin,8,2020,On-Site,152,3.5
